阿旗220千伏输变电站建设工程建筑面积为38487平方米监管中心迁建项目52655651,总投资1720万元电力改迁工程,http://www.qianlima.com/zb/detail/20170317_52655651.html,三门峡,商业,设计阶段,公用事业设施,不装修,1720万,2017-05-18
54055600,总建筑面积为17209平方米住院大楼项目--二级 甲等,http://www.qianlima.com/zb/detail/20170411_54055600.html,东莞,政府,设计阶段,医疗,交通,精装修,3700万,2017-04-12
56199825,110千伏大八输变电工程,http://www.qianlima.com/zb/detail/20170515_56199825.html,阳江,政府,立项,公用事业设施,简装修,3000万,2017-05-16
55036306,总建筑面积为445650平方米西安市千林曲江住宅发展建设项目,http://www.qianlima.com/zb/detail/20170426_55036306.html,西安,商业,施工在建,住宅,商业及零售,交通,简装修,50000万,2017-04-28
51371929,建筑总面积约为125470平方米住宅建设项目,http://www.qianlima.com/zb/detail/20170222_51371929.html,西宁,商业,设计阶段,住宅,不装修,26000万,2017-02-28
50826710,总建筑面积3057平方米车库建设工程,http://www.qianlima.com/zb/detail/20170210_50826710.html,廊坊,商业,施工在建,工业,简装修,600万,2017-02-23
49957668,总建筑面积为4427平方米群众工作中心建设项目,http://www.qianlima.com/zb/detail/20170113_49957668.html,邯郸,政府,施工在建,办公楼,社区,简装修,500万,2017-01-13
21480130,建筑面积14263平方米中医医院住院楼项目,http://www.qianlima.com/zb/detail/20150331_21480130.html,临汾,商业,施工准备,医疗,未确定,4340万,2017-02-20
47338391,看守所 拘留所和武警中队建设项目,http://www.qianlima.com/zb/detail/20161202_47338391.html,山东,政府,设计阶段,司法,简装修,91000万,2017-05-22
54206425,高峰生态工业园鹿山北路道路工程,http://www.qianlima.com/zb/detail/20170413_54206425.html,重庆,政府,设计阶段,基础建设,不装修,20000万,2017-04-14
49891042,总建筑面积72000平方米城南公共租赁住房建设项目,http://www.qianlima.com/zb/detail/20170112_49891042.html,阳江,政府,设计阶段,住宅,不装修,20000万,2017-02-16
12138842,建筑面积约为177263平方米商业楼项目,http://www.qianlima.com/zb/detail/20140115_12138842.html,南京,商业,施工准备,住宅,办公楼,酒店与餐饮,简装修,39000万,2017-03-13
34693964,建筑面积2107平方米文化中心改造项目,http://www.qianlima.com/zb/detail/20160408_34693964.html,北京,政府,施工准备,休闲娱乐,简装修,未确定,2017-01-11
51297176,总占地面积11959平方米GXB20160803地块工业发展建设项目,http://www.qianlima.com/zb/detail/20170221_51297176.html,常州,商业,立项,办公楼,工业,简装修,6000万,2017-02-27
18666055,占地面积为1340亩银湖公园建设工程,http://www.qianlima.com/zb/detail/20141201_18666055.html,四川,商业,施工准备,休闲娱乐,未确定,未确定,2017-03-16
16438714,总建筑面积108460平方米孵化器大楼建设项目,http://www.qianlima.com/zb/detail/20140901_16438714.html,河南,商业,施工在建,办公楼,简装修,未确定,2017-03-06
26044991,建筑面积为75000平方米中小学项目,http://www.qianlima.com/zb/detail/20150818_26044991.html,苏州,商业,施工在建,教育及研究,简装修,14000万,2017-02-28
53064677,总建筑面积为33000平方米综合发展工程,http://www.qianlima.com/zb/detail/20170324_53064677.html,衡阳,政府,设计阶段,教育及研究,休闲娱乐,会展,不装修,11000万,2017-05-08
54050169,总建筑面积为37350平方米配套用房单体工程,http://www.qianlima.com/zb/detail/20170411_54050169.html,南昌,商业,立项,住宅,办公楼,酒店与餐饮,休闲娱乐,其他,不装修,5600万,2017-04-12
56678312,65MWP农业光伏电站项目,http://www.qianlima.com/zb/detail/20170522_56678312.html,毕节,商业,设计阶段,农业,公用事业设施,不装修,48000万,2017-05-23
19801642,总建筑面积266611平方米旧村改造项目,http://www.qianlima.com/zb/detail/20150113_19801642.html,北京,商业,施工准备,住宅,未确定,580068万,2017-03-03
51888198,总占地面积为32122平方米泰地储告(2016)17-4号地块商住发展建设项目,http://www.qianlima.com/zb/detail/20170303_51888198.html,泰州,商业,立项,住宅,商业及零售,简装修,10000万,2017-03-07
24861119,投资1500万元变电检修试验楼项目,http://www.qianlima.com/zb/detail/20150716_24861119.html,忻州,商业,施工在建,教育及研究,未确定,1500万,2017-03-06
56441333,总建筑面积约12000平方米重庆盈浩通信科技有限公司厂房建设项目,http://www.qianlima.com/zb/detail/20170518_56441333.html,重庆,商业,施工准备,工业,简装修,1900万,2017-05-25
56180949,总建筑面积为55200平方米活动中心建设项目,http://www.qianlima.com/zb/detail/20170515_56180949.html,合肥,政府,设计阶段,住宅,休闲娱乐,简装修,8000万,2017-05-25
11658162,总建筑面积225000平方米安置房工程,http://www.qianlima.com/zb/detail/20131213_11658162.html,贵州,商业,施工准备,住宅,精装修,76000万,2017-03-30
52073232,总建筑面积为2276平方米夏庄完小教学楼建设项目,http://www.qianlima.com/zb/detail/20170308_52073232.html,衡水,政府,施工在建,教育及研究,简装修,450万,2017-03-09
49229134,总建筑面积42140平方米儿童医院儿童应急救治大楼建设项目,http://www.qianlima.com/zb/detail/20161229_49229134.html,长沙,政府,施工在建,医疗,简装修,30000万,2017-01-12
25769618,建筑面积为18464平方米小学工程,http://www.qianlima.com/zb/detail/20150810_25769618.html,淄博,商业,施工在建,教育及研究,简装修,8000万,2017-03-14
47889153,总建筑面积约为234000平方米办公楼建设项目,http://www.qianlima.com/zb/detail/20161209_47889153.html,北海,商业,施工在建,办公楼,商业及零售,工业,不装修,40000万,2017-01-11
25289331,建筑面积为22033平方米住宅楼建设工程,http://www.qianlima.com/zb/detail/20150728_25289331.html,潍坊,商业,施工在建,住宅,简装修,4000万,2017-02-28
39158638,总建筑面积为52130平方米民医院迁建项目一期,http://www.qianlima.com/zb/detail/20160712_39158638.html,肇庆,政府,施工在建,医疗,简装修,20000万,2017-05-18
50121859,总建筑面积13700平方米妇幼保健院建设项目(二级 ),http://www.qianlima.com/zb/detail/20170117_50121859.html,安顺,政府,施工在建,医疗,简装修,4700万,2017-03-02
47845602,总建筑面积约40000平方米实训基地建设工程,http://www.qianlima.com/zb/detail/20161209_47845602.html,重庆,政府,施工准备,教育及研究,交通,简装修,9100万,2017-05-25
32949957,总建筑面积为12342平方米水厂一期工程,http://www.qianlima.com/zb/detail/20160215_32949957.html,北京,商业,设计阶段,基础建设,未确定,未确定,2017-03-14
51727019,总建筑面积约为13754平方米法院审判法庭建设项目,http://www.qianlima.com/zb/detail/20170301_51727019.html,衡阳,政府,立项,司法,不装修,7700万,2017-03-02
56496377,总占地面积为20000平方米吴忠市利通区金银滩优质奶牛核心园区建设项目,http://www.qianlima.com/zb/detail/20170518_56496377.html,吴忠,政府,立项,农业,简装修,20000万,2017-05-25
54867093,S459广德绕城公路改建工程,http://www.qianlima.com/zb/detail/20170424_54867093.html,宣城,政府,设计阶段,基础建设,不装修,16000万,2017-05-12
51419001,占地面积为30000平方米厂房建设项目,http://www.qianlima.com/zb/detail/20170223_51419001.html,石家庄,商业,立项,工业,简装修,1500万,2017-02-23
51059818,总占地面积3000000平方米石油化工建设项目,http://www.qianlima.com/zb/detail/20170216_51059818.html,沧州,商业,立项,石油及天然气,不装修,100000万,2017-02-28
56149503,建筑面积15480平方米教学楼建设项目,http://www.qianlima.com/zb/detail/20170515_56149503.html,铜仁,政府,施工准备,住宅,办公楼,酒店与餐饮,教育及研究,休闲娱乐,简装修,3500万,2017-05-16
51204322,总建筑面积为349000平方米妇女儿童医疗综合体医疗发展建设项目,http://www.qianlima.com/zb/detail/20170220_51204322.html,兰州,政府,设计阶段,医疗,精装修,60000万,2017-02-23
47112920,总规划面积220000平方米景区建设项目,http://www.qianlima.com/zb/detail/20161130_47112920.html,毕节,商业,设计阶段,住宅,休闲娱乐,简装修,90000万,2017-05-10
34489600,面积为8500平方米社会福利中心扩建工程,http://www.qianlima.com/zb/detail/20160401_34489600.html,佛山,商业,施工准备,医疗,简装修,未确定,2017-03-07
55626708,总建筑面积5485平方米厂房建设项目,http://www.qianlima.com/zb/detail/20170508_55626708.html,钦州,商业,立项,商业及零售,工业,不装修,2000万,2017-05-09
48701073,总建筑面积为22000平方米殡仪馆建设项目,http://www.qianlima.com/zb/detail/20161221_48701073.html,朔州,政府,设计阶段,社区,简装修,8000万,2017-02-08
50186798,总建筑面积约8000平方米中学体育馆及绿化景观建设工程,http://www.qianlima.com/zb/detail/20170118_50186798.html,遵义,政府,设计阶段,休闲娱乐,不装修,15100万,2017-02-24
51557588,总建筑面积为4140平方米小学新建教学楼工程,http://www.qianlima.com/zb/detail/20170227_51557588.html,石家庄,政府,施工在建,教育及研究,简装修,500万,2017-02-28
40908866,总建筑面积为20000平方米教学综合楼建设工程,http://www.qianlima.com/zb/detail/20160817_40908866.html,安康,政府,施工准备,教育及研究,未确定,3200万,2017-05-25
49554201,总建筑面积为140280平方米办公楼建设工程,http://www.qianlima.com/zb/detail/20170105_49554201.html,青岛,商业,施工在建,办公楼,商业及零售,交通,简装修,120000万,2017-01-17
41512686,建筑面积为14770平方米校舍维修项目,http://www.qianlima.com/zb/detail/20160829_41512686.html,新乡,政府,设计阶段,住宅,简装修,2300万,2017-01-21
48353252,道路建设项目,http://www.qianlima.com/zb/detail/20161216_48353252.html,兴安盟,政府,施工在建,基础建设,不装修,400000万,2017-01-11
45258984,总建筑面积38163平方米天文馆 项目,http://www.qianlima.com/zb/detail/20161103_45258984.html,上海,政府,施工在建,会展,精装修,44200万,2017-03-16
38927068,2×165MW机组超低排放改造工程脱硫增容提效及湿式电除尘改造 (EPC)项目,http://www.qianlima.com/zb/detail/20160707_38927068.html,滨州,商业,施工准备,公用事业设施,未确定,2000万,2017-01-19
19266874,中学扩建工程,http://www.qianlima.com/zb/detail/20141222_19266874.html,四川,商业,施工在建,教育及研究,未确定,未确定,2017-05-04
56070758,总建筑面积为7900平方米幼儿园项目,http://www.qianlima.com/zb/detail/20170512_56070758.html,潍坊,商业,立项,教育及研究,不装修,1800万,2017-05-15
56187785,建筑面积约为13000平方米办公楼建设项目,http://www.qianlima.com/zb/detail/20170515_56187785.html,黄冈,商业,立项,住宅,办公楼,商业及零售,工业,未确定,5000万,2017-05-16
52912506,总投资30000万元垃圾热解气化发电建设项目,http://www.qianlima.com/zb/detail/20170322_52912506.html,巴中,商业,立项,公用事业设施,不装修,30000万,2017-03-23
52463328,总建筑面积为15310平方米文化产业园建设工程,http://www.qianlima.com/zb/detail/20170315_52463328.html,安顺,商业,施工在建,办公楼,商业及零售,酒店与餐饮,会展,农业,简装修,10000万,2017-03-20
44605804,总的建筑面积为64675平方米大剧院项目,http://www.qianlima.com/zb/detail/20161025_44605804.html,赤峰,政府,设计阶段,休闲娱乐,未确定,30000万,2017-03-17
49532119,总库容2000000立方米兴义市小河边水库建设工程,http://www.qianlima.com/zb/detail/20170105_49532119.html,黔西南布依族苗族自治州,政府,立项,基础建设,不装修,20600万,2017-01-18
42268119,总的建筑面积为29520平方米南校区扩建及北校区新建项目,http://www.qianlima.com/zb/detail/20160912_42268119.html,宿迁,政府,施工准备,教育及研究,简装修,6000万,2017-05-02
44979045,总建筑面积81305平方米成都社会组织学院(一期)建设工程,http://www.qianlima.com/zb/detail/20161031_44979045.html,成都,政府,设计阶段,教育及研究,简装修,50000万,2017-01-16
45977598,建筑面积约28400平方米总部大楼建设项目(一期),http://www.qianlima.com/zb/detail/20161115_45977598.html,合肥,商业,施工在建,办公楼,交通,精装修,未确定,2017-01-09
55757328,占地面积为124764平方米住宅楼建设项目 (含别墅),http://www.qianlima.com/zb/detail/20170509_55757328.html,武汉,商业,立项,住宅,酒店与餐饮,交通,不装修,120000万,2017-05-10
49601462,总投资约20000万元商业装修工程,http://www.qianlima.com/zb/detail/20170106_49601462.html,海口,商业,设计阶段,商业及零售,酒店与餐饮,社区,休闲娱乐,精装修,20000万,2017-02-23
35997202,建筑面积为38618平方米商品住宅项目,http://www.qianlima.com/zb/detail/20160510_35997202.html,上海,商业,施工准备,住宅,未确定,未确定,2017-03-21
16698113,全长900米道路建设工程,http://www.qianlima.com/zb/detail/20140911_16698113.html,芜湖,政府,施工准备,基础建设,不装修,6497万,2017-03-20
44861728,总建筑面积约为4135平方米小学建设工程,http://www.qianlima.com/zb/detail/20161028_44861728.html,上海,政府,施工在建,教育及研究,简装修,2200万,2017-05-09
49615176,九台区生物质多联产发电厂建设项目,http://www.qianlima.com/zb/detail/20170106_49615176.html,长春,商业,立项,公用事业设施,不装修,22000万,2017-01-19
47660075,总建筑面积为54954平方米大厦项目,http://www.qianlima.com/zb/detail/20161207_47660075.html,宁德,商业,设计阶段,办公楼,商业及零售,酒店与餐饮,精装修,24600万,2017-02-10
47478848,总建筑面积为34350平方米酒店建设工程,http://www.qianlima.com/zb/detail/20161205_47478848.html,嘉兴,商业,施工在建,酒店与餐饮,精装修,未确定,2017-01-10
50194341,总建筑面积134232平方米商业建设项目,http://www.qianlima.com/zb/detail/20170118_50194341.html,台州,商业,设计阶段,住宅,办公楼,商业及零售,酒店与餐饮,精装修,30000万,2017-02-03
50961218,总建筑面积约20000平方米吉水城南二小教育发展建设工程,http://www.qianlima.com/zb/detail/20170214_50961218.html,吉安,政府,立项,教育及研究,交通,简装修,4000万,2017-02-15
48065937,总建筑面积43103平方米厂房建设项目,http://www.qianlima.com/zb/detail/20161213_48065937.html,唐山,商业,设计阶段,办公楼,商业及零售,工业,不装修,23000万,2017-01-11
42142690,总建筑面积为126070平方米临港国际创业园工业发展建设项目,http://www.qianlima.com/zb/detail/20160909_42142690.html,济南,政府,施工在建,办公楼,工业,简装修,30000万,2017-03-20
38021785,总建筑面积约18064平方米学校二期建设项目,http://www.qianlima.com/zb/detail/20160620_38021785.html,四川,政府,设计阶段,教育及研究,未确定,2900万,2017-03-03
49959408,总投资5000万元水库电站建设工程,http://www.qianlima.com/zb/detail/20170113_49959408.html,南平,政府,立项,公用事业设施,不装修,5000万,2017-02-06
46085233,总建筑面积为86795平方米四川出版传媒中心建设项目,http://www.qianlima.com/zb/detail/20161116_46085233.html,成都,商业,施工在建,办公楼,交通,精装修,65000万,2017-01-12
36305309,占地面积为303966平方米文化体育中心建设工程,http://www.qianlima.com/zb/detail/20160516_36305309.html,贵港,商业,施工在建,休闲娱乐,精装修,未确定,2017-02-16
56237682,总占地面积为16000平方米赤峰市延康药业中蒙药现代化产业园(一期)建设项目,http://www.qianlima.com/zb/detail/20170516_56237682.html,赤峰,商业,立项,办公楼,工业,简装修,16000万,2017-05-24
28819163,投资53462万元车桥、液压件车间搬迁技术改造项目,http://www.qianlima.com/zb/detail/20151029_28819163.html,柳州,商业,施工在建,工业,未确定,53462万,2017-03-27
49222319,总投资20000万元选矿厂建设工程,http://www.qianlima.com/zb/detail/20161229_49222319.html,池州,商业,立项,开采,不装修,20000万,2017-01-16
55536785,大中型水库移民后期扶持项目,http://www.qianlima.com/zb/detail/20170505_55536785.html,镇江,政府,立项,商业及零售,休闲娱乐,会展,农业,基础建设,不装修,1500万,2017-05-08
51486151,盛虹炼化(连云港)有限公司炼化一体化工业发展建设项目,http://www.qianlima.com/zb/detail/20170224_51486151.html,连云港,商业,设计阶段,工业,基础建设,不装修,50000万,2017-03-02
49315030,总建筑面积为40528平方米客运枢纽站建设项目,http://www.qianlima.com/zb/detail/20161230_49315030.html,吴忠,政府,设计阶段,商业及零售,交通,简装修,28000万,2017-01-04
55166110,总建筑面积9000平方米建设5000吨气调保鲜库项目,http://www.qianlima.com/zb/detail/20170428_55166110.html,汉中,商业,立项,工业,未确定,4700万,2017-05-25
49695821,年产10000吨芒果深加工厂房项目,http://www.qianlima.com/zb/detail/20170109_49695821.html,百色,商业,立项,商业及零售,工业,未确定,2000万,2017-01-16
49149609,总建筑面积14401平方米粮库建设工程,http://www.qianlima.com/zb/detail/20161228_49149609.html,丽水,商业,设计阶段,办公楼,工业,酒店与餐饮,农业,不装修,未确定,2017-01-11
39091087,总长13731米道路工程,http://www.qianlima.com/zb/detail/20160711_39091087.html,温州,政府,设计阶段,基础建设,未确定,35700万,2017-01-12
52327052,总建筑面积为50400平方米酒店建设项目,http://www.qianlima.com/zb/detail/20170313_52327052.html,三亚,商业,立项,酒店与餐饮,精装修,18000万,2017-03-14
52249791,总建筑面积约301679平方米住宅建设项目,http://www.qianlima.com/zb/detail/20170310_52249791.html,金华,商业,施工在建,住宅,商业及零售,交通,不装修,80000万,2017-03-20
52506321,总建筑面积为80000平方米教学楼建设项目,http://www.qianlima.com/zb/detail/20170315_52506321.html,台州,政府,立项,教育及研究,不装修,15000万,2017-03-16
49061710,总库容2550000立方米浦北县福旺水库建设项目,http://www.qianlima.com/zb/detail/20161227_49061710.html,钦州,政府,立项,基础建设,不装修,5000万,2017-01-06
42259336,占地面积为20000平方米紧急救援中心建设项目,http://www.qianlima.com/zb/detail/20160912_42259336.html,银川,政府,施工准备,社区,简装修,4000万,2017-05-12
56721936,生活垃圾焚烧发电（二期）项目,http://www.qianlima.com/zb/detail/20170522_56721936.html,运城,商业,立项,公用事业设施,不装修,2000万,2017-05-24
16330795,地上面积41550平方米医院新建内科楼项目,http://www.qianlima.com/zb/detail/20140827_16330795.html,吉林,商业,施工准备,医疗,简装修,未确定,2017-05-16
19227128,总计建筑面积约为97632平方米安置小区项目,http://www.qianlima.com/zb/detail/20141219_19227128.html,江苏,商业,施工准备,住宅,简装修,33863万,2017-03-02
34267493,总占地面积约为566000平方米公园景观提升工程,http://www.qianlima.com/zb/detail/20160328_34267493.html,北京,政府,施工在建,休闲娱乐,未确定,30000万,2017-01-05
24495935,投资4521万元高速公路桥项目,http://www.qianlima.com/zb/detail/20150707_24495935.html,贵州,商业,施工准备,基础建设,未确定,4521万,2017-03-30
55164531,总建筑面积为49377平方米客运总站建设项目,http://www.qianlima.com/zb/detail/20170428_55164531.html,伊春,政府,立项,办公楼,交通,简装修,35500万,2017-05-09
33463486,总建筑面积约为15139平方米通信业务楼项目,http://www.qianlima.com/zb/detail/20160303_33463486.html,北京,商业,施工在建,办公楼,未确定,未确定,2017-01-20
56350679,大庙街道中心镇(小城市)建设PPP项目,http://www.qianlima.com/zb/detail/20170517_56350679.html,徐州,政府,立项,住宅,商业及零售,社区,休闲娱乐,基础建设,简装修,400000万,2017-05-18
55450120,恩施土家族苗族自治州唐崖镇污水处理厂建设项目,http://www.qianlima.com/zb/detail/20170504_55450120.html,恩施土家族苗族自治州,政府,立项,公用事业设施,不装修,2300万,2017-05-12
32993149,年产5万吨氯乙酸项目,http://www.qianlima.com/zb/detail/20160216_32993149.html,晋中,商业,施工准备,工业,未确定,未确定,2017-02-09
44533127,总建筑面积为17600平方米委党校迁建项目,http://www.qianlima.com/zb/detail/20161024_44533127.html,黔南布依族苗族自治州,政府,施工在建,住宅,酒店与餐饮,教育及研究,简装修,7000万,2017-05-09
25442016,全区人才工作站项目,http://www.qianlima.com/zb/detail/20150731_25442016.html,四川,商业,施工在建,社区,未确定,440万,2017-05-17
53720842,总占地面积为21312平方米第四污水处理厂扩建项目,http://www.qianlima.com/zb/detail/20170406_53720842.html,西宁,政府,立项,公用事业设施,不装修,4500万,2017-04-10
52580468,风电场三期100MW项目,http://www.qianlima.com/zb/detail/20170316_52580468.html,乌兰察布盟,商业,立项,公用事业设施,未确定,80000万,2017-03-16
53378518,总建筑面积1999平方米治安专业队掩蔽工程,http://www.qianlima.com/zb/detail/20170330_53378518.html,承德,政府,施工在建,司法,不装修,600万,2017-03-31
48202659,总建筑面积约为238800平方米住宅建设项目,http://www.qianlima.com/zb/detail/20161214_48202659.html,杭州,商业,施工在建,住宅,交通,精装修,50000万,2017-01-16
20807020,建筑面积为6561平方米中学体育馆工程,http://www.qianlima.com/zb/detail/20150304_20807020.html,福建,商业,施工准备,休闲娱乐,简装修,2700万,2017-02-07
56474295,总占地面积约为200,000平方米(益阳)桃江县城旧城改造ppp项目,http://www.qianlima.com/zb/detail/20170518_56474295.html,益阳,政府,立项,住宅,办公楼,商业及零售,酒店与餐饮,交通,不装修,80000万,2017-05-22
48111932,占地面积为666666平方米文化城建设项目,http://www.qianlima.com/zb/detail/20161213_48111932.html,甘孜藏族自治州,商业,设计阶段,商业及零售,酒店与餐饮,精装修,12000万,2017-05-19
49888225,总建筑面积为63048平方米儿童福利院建设工程,http://www.qianlima.com/zb/detail/20170112_49888225.html,北京,政府,设计阶段,社区,简装修,9500万,2017-05-10
40863560,总建筑面积为32600平方米万源大厦室内装饰装修建设项目,http://www.qianlima.com/zb/detail/20160816_40863560.html,南京,商业,施工在建,酒店与餐饮,精装修,5000万,2017-02-21
52884690,占地面积为167334平方米城中村改造工程,http://www.qianlima.com/zb/detail/20170322_52884690.html,杭州,政府,设计阶段,住宅,简装修,20600万,2017-05-18
28829218,总建筑面积为12120平方米工人文化宫建设工程,http://www.qianlima.com/zb/detail/20151029_28829218.html,嘉兴,商业,施工在建,休闲娱乐,精装修,14800万,2017-03-07
53478650,总建筑面积为41121平方米江苏盐城东益置业有限公司创客城综合发展建设项目,http://www.qianlima.com/zb/detail/20170331_53478650.html,盐城,商业,立项,办公楼,商业及零售,简装修,15000万,2017-04-05
53314533,总建筑面积为8000平方米大江户温泉装饰装修工程,http://www.qianlima.com/zb/detail/20170329_53314533.html,绍兴,商业,设计阶段,休闲娱乐,精装修,800万,2017-03-31
46086480,总建筑面积49400平方米望道时光文化旅游休闲度假区开发建设项目,http://www.qianlima.com/zb/detail/20161116_46086480.html,金华,商业,施工在建,住宅,酒店与餐饮,精装修,11000万,2017-01-10
33279084,诸葛100MW风电项目,http://www.qianlima.com/zb/detail/20160226_33279084.html,临沂,商业,施工在建,公用事业设施,未确定,未确定,2017-01-09
38526207,总建筑面积为104275平方米经开·通航企业社区项目,http://www.qianlima.com/zb/detail/20160629_38526207.html,武汉,商业,设计阶段,住宅,不装修,30000万,2017-01-03
33203775,建筑面积为176437平方米综合楼项目,http://www.qianlima.com/zb/detail/20160224_33203775.html,北京,商业,施工在建,住宅,简装修,未确定,2017-03-06
55550472,集成电路和电子元器件生产基地建设项目,http://www.qianlima.com/zb/detail/20170505_55550472.html,黔东南苗族侗族自治州,商业,立项,办公楼,商业及零售,工业,简装修,5400万,2017-05-15
49846275,投资3000万元学院主校区供电增容工程,http://www.qianlima.com/zb/detail/20170111_49846275.html,九江,政府,立项,公用事业设施,未确定,3000万,2017-01-18
45331126,建筑面积约为32800平方米图书馆建设工程,http://www.qianlima.com/zb/detail/20161104_45331126.html,广州,政府,施工准备,会展,未确定,50000万,2017-01-16
31381055,总建筑面积22000平方米学校工程,http://www.qianlima.com/zb/detail/20151224_31381055.html,枣庄,政府,施工准备,教育及研究,简装修,4200万,2017-04-17
15164330,投资40000万北路北延线工程,http://www.qianlima.com/zb/detail/20140711_15164330.html,广东,商业,施工在建,基础建设,不装修,40000万,2017-03-10
39414643,总建筑面积约为33000平方米厂房建设项目,http://www.qianlima.com/zb/detail/20160718_39414643.html,柳州,商业,施工在建,工业,简装修,8000万,2017-03-10
55384781,总占地面积约为49000平方米浙江省丽水市东港小学建设项目,http://www.qianlima.com/zb/detail/20170503_55384781.html,丽水,政府,立项,教育及研究,不装修,10000万,2017-05-10
38849353,总建筑面积为13516平方米综合业务楼项目,http://www.qianlima.com/zb/detail/20160706_38849353.html,新乡,政府,设计阶段,办公楼,未确定,2100万,2017-01-19
38470010,总建筑面积为10000平方米现代学徒制综合实训中心建设项目,http://www.qianlima.com/zb/detail/20160628_38470010.html,南宁,政府,施工准备,教育及研究,简装修,1900万,2017-04-07
33029483,总建筑面积约为148290平方米商业金融及社会停车场项目,http://www.qianlima.com/zb/detail/20160218_33029483.html,北京,商业,施工在建,办公楼,未确定,未确定,2017-03-08
49888226,总建筑面积40000平方米明光市中医院二期(二级 ) 建设项目,http://www.qianlima.com/zb/detail/20170112_49888226.html,滁州,政府,施工在建,医疗,精装修,13000万,2017-03-02
49069670,总建筑面积约21594平方米黄土6组小学建设工程,http://www.qianlima.com/zb/detail/20161227_49069670.html,成都,政府,设计阶段,酒店与餐饮,教育及研究,不装修,3000万,2017-02-21
19376269,总建筑面积136000平方米第一高级中学新建项目,http://www.qianlima.com/zb/detail/20141225_19376269.html,河南,政府,施工准备,教育及研究,简装修,30000万,2017-03-10
26288374,总建筑面积为110000平方米智能制造创新中心建设工程,http://www.qianlima.com/zb/detail/20150825_26288374.html,嘉兴,商业,施工准备,办公楼,不装修,17600万,2017-03-10
48885788,每年10万吨WSA湿法制酸厂房建设项目,http://www.qianlima.com/zb/detail/20161223_48885788.html,东营,商业,立项,工业,不装修,32800万,2017-02-08
39086890,占地面积为14000平方米基本气象站项目,http://www.qianlima.com/zb/detail/20160711_39086890.html,镇江,政府,施工准备,办公楼,简装修,500万,2017-01-10
55529300,总建筑面积为40000平方米银杏老街商业房地产建设项目,http://www.qianlima.com/zb/detail/20170505_55529300.html,嘉兴,商业,立项,办公楼,商业及零售,教育及研究,休闲娱乐,不装修,7000万,2017-05-15
25638632,投资19658万元污水处理厂建设工程,http://www.qianlima.com/zb/detail/20150806_25638632.html,广西,商业,设计阶段,公用事业设施,未确定,19658万,2017-03-10
48096107,清水河与沐浴水库水系连通建设工程,http://www.qianlima.com/zb/detail/20161213_48096107.html,烟台,政府,设计阶段,基础建设,不装修,10000万,2017-01-18
52668790,总建筑面积约45385平方米住宅楼建设项目,http://www.qianlima.com/zb/detail/20170317_52668790.html,天津,商业,施工在建,办公楼,商业及零售,酒店与餐饮,精装修,1000万,2017-04-13
51931477,总建筑面积为3161平方米留古寺镇中学实验楼建设项目,http://www.qianlima.com/zb/detail/20170306_51931477.html,沧州,政府,施工在建,教育及研究,简装修,750万,2017-04-10
26620577,总建筑面积28381平方米粮食现代物流园项目,http://www.qianlima.com/zb/detail/20150902_26620577.html,江苏,商业,施工在建,农业,未确定,15620万,2017-03-07
54388836,应急备用水源供水工程,http://www.qianlima.com/zb/detail/20170417_54388836.html,惠州,政府,设计阶段,基础建设,不装修,59000万,2017-04-19
41657944,总建筑面积23820平方米学生公寓扩建项目,http://www.qianlima.com/zb/detail/20160831_41657944.html,天津,政府,施工在建,住宅,简装修,4700万,2017-05-16
40663411,总建筑面积23500平方米乡村旅游基础设施建设工程,http://www.qianlima.com/zb/detail/20160812_40663411.html,枣庄,政府,设计阶段,办公楼,简装修,20000万,2017-02-28
20927405,建筑面积186159平方米住宅及商业楼群项目,http://www.qianlima.com/zb/detail/20150309_20927405.html,广州,商业,施工准备,住宅,简装修,未确定,2017-03-06
39234980,总建筑面积475570平方米棚户区改造建设项目,http://www.qianlima.com/zb/detail/20160713_39234980.html,毕节,政府,设计阶段,住宅,未确定,70500万,2017-02-14
50261846,总装修面积9173平方米青海省分行办公大楼装修改造项目,http://www.qianlima.com/zb/detail/20170119_50261846.html,西宁,商业,立项,办公楼,精装修,1000万,2017-02-17
52583685,总建筑面积为40000平方米雨城区金安学校教学综合楼建设工程,http://www.qianlima.com/zb/detail/20170316_52583685.html,雅安,政府,设计阶段,教育及研究,简装修,7000万,2017-04-24
51150185,阜宁县新兴路小学教育发展建设工程,http://www.qianlima.com/zb/detail/20170217_51150185.html,盐城,政府,立项,办公楼,酒店与餐饮,教育及研究,休闲娱乐,简装修,5000万,2017-02-22
55751608,建筑面积为45500平方米教研用房建设项目一期工程,http://www.qianlima.com/zb/detail/20170509_55751608.html,宁德,政府,设计阶段,住宅,教育及研究,精装修,8000万,2017-05-10
56149564,盘县2015年普古片区城市棚户区改造配套基础设施发展建设项目,http://www.qianlima.com/zb/detail/20170515_56149564.html,六盘水,政府,立项,基础建设,公用事业设施,不装修,3000万,2017-05-23
40688084,总建筑面积为198000平方米住宅楼建设项目,http://www.qianlima.com/zb/detail/20160812_40688084.html,湘西土家族苗族自治州,商业,设计阶段,住宅,未确定,30000万,2017-01-04
42143602,总占地面积约为1333900平方米皂河生态公园建设项目,http://www.qianlima.com/zb/detail/20160909_42143602.html,西安,政府,施工在建,休闲娱乐,不装修,54900万,2017-05-15
